today,interviewer,municipality,hh_m/male_infant,hh_m/male_young,hh_m/male_child,hh_m/male_adult,hh_m/male_senior,hh_f/female_infant,hh_f/female_young,hh_f/female_child,hh_f/female_adult,hh_f/female_senior,hh_males,hh_females,hh_total,hh_confirm,land_tenure,single_headed,single_headed_sex,pregnant_lactating,disabled_ill_male,disabled_ill_female,pre_income_primary,pre_income_primary_other,post_income_primary,post_income_primary_other,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,B11,B12,B13,B14,C15,C16,C17,C18,C19,C20,D21,D22,D23,D24,D25,D26,D27,D28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,meta/instanceID,_uuid,_submission_time
12/16/14,Edgar Cumla,PH060615006_AN254,1,1,0,1,0,0,0,0,1,0,3,1,4,OK,own,no,n/a,0,0,0,fishing,n/a,fishing,n/a,neither,neither,neither,neither,neither,agree,agree,neither,neither,neither,disagree,disagree,disagree,disagree,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,neither,neither,neither,neither,neither,neither,disagree_strongly,neither,neither,neither,neither,neither,neither,neither,agree,agree,neither,neither,neither,neither,uuid:944a0eb1-4836-4a02-8491-f7baefa0720a,944a0eb1-4836-4a02-8491-f7baefa0720a,2014-12-16T10:01:02
12/16/14,Erfil Bien Dimamay,PH060615006_AN250,0,2,0,1,0,0,0,0,1,0,3,1,4,OK,free_private,no,n/a,0,0,0,skilled_labor,n/a,skilled_labor,n/a,agree_strongly,agree,agree,neither,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,disagree,disagree_strongly,na,agree,agree,na,disagree,na,disagree,agree,agree,agree,disagree_strongly,neither,agree,neither,agree,agree,disagree,uuid:8789ad14-e36e-40fc-8872-1c159605b012,8789ad14-e36e-40fc-8872-1c159605b012,2014-12-16T10:01:03
12/16/14,Erfil Bien Dimamay,PH060615006_AN253,0,0,4,2,1,0,1,0,1,0,7,2,9,OK,own,no,n/a,0,1,0,fishing,n/a,fishing,n/a,agree,neither,disagree,na,agree,agree,agree,agree_strongly,agree,disagree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,neither,agree,agree,disagree_strongly,disagree,disagree,na,agree,agree,neither,agree,agree,agree,agree,agree,agree_strongly,agree_strongly,agree,uuid:de886438-edfb-4774-b65e-d0879f0f1a9d,de886438-edfb-4774-b65e-d0879f0f1a9d,2014-12-16T10:01:04
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK077,0,0,2,2,0,0,0,0,1,0,4,1,5,OK,own_rent,yes,male,0,0,0,fishing,n/a,fishing,n/a,disagree_strongly,disagree_strongly,agree,agree_strongly,agree,disagree,disagree,agree_strongly,disagree,disagree,agree,agree,disagree,agree,disagree,disagree,disagree,na,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:70e02554-26e9-46fb-8d54-810bc99278c2,70e02554-26e9-46fb-8d54-810bc99278c2,2014-12-16T10:01:13
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK071,0,0,1,0,0,0,0,1,0,1,1,2,3,OK,own,yes,female,0,0,0,fishing,n/a,aquaculture,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a4280596-282d-4622-a41d-6caf9f7d4118,a4280596-282d-4622-a41d-6caf9f7d4118,2014-12-16T10:01:14
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK072,0,0,2,1,0,0,0,0,1,0,3,1,4,OK,own_rent,yes,male,0,0,0,fishing,n/a,assistance_other,n/a,disagree,disagree_strongly,disagree,agree,disagree,disagree,disagree,agree,agree,agree,disagree,na,agree,agree,agree,agree,disagree,na,agree,agree,disagree,disagree,na,disagree,disagree,disagree_strongly,disagree_strongly,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:bf94956a-f5ae-46b3-bab7-03162a3ca110,bf94956a-f5ae-46b3-bab7-03162a3ca110,2014-12-16T10:01:15
12/16/14,REN ROSE VIDAL,PH060401010_AK095,0,0,0,1,0,0,0,3,2,0,1,5,6,OK,own,no,n/a,0,0,0,fishing,n/a,fishing,n/a,agree,disagree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,disagree,agree,agree,agree,neither,agree,disagree,neither,agree,na,agree,neither,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:836809b0-99e4-4f9b-beb8-e535b0ca6f9f,836809b0-99e4-4f9b-beb8-e535b0ca6f9f,2014-12-16T10:01:16
12/16/14,MARITES TEJADA,PH060401010_AK081,0,0,0,1,0,0,0,0,1,1,1,2,3,OK,own,no,n/a,0,0,0,fishing,n/a,fishing,n/a,agree,disagree,agree,agree,agree,agree,agree,agree,neither,neither,disagree,disagree,disagree,disagree,agree,agree,neither,neither,neither,neither,agree,na,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:627b0118-3b0b-4603-ac68-809c84ad33a3,627b0118-3b0b-4603-ac68-809c84ad33a3,2014-12-16T10:01:17
12/16/14,ELEANOR TAFALLA,PH060401010_AK090,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,own,no,n/a,0,0,0,fishing,n/a,fishing,n/a,neither,disagree_strongly,neither,agree,disagree,neither,neither,agree,neither,disagree,disagree,disagree,disagree,disagree,agree,agree,neither,agree,disagree,neither,agree,agree,agree,neither,agree,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:cf843a92-d334-437f-89a2-bab6b807d87f,cf843a92-d334-437f-89a2-bab6b807d87f,2014-12-16T10:01:18
12/16/14,ELEANOR TAFALLA,PH060401010_AK088,0,0,0,1,0,0,0,0,1,0,1,1,2,OK,own,no,n/a,0,0,0,fishing,n/a,fishing,n/a,disagree,disagree_strongly,neither,neither,neither,agree,agree,agree,neither,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,na,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:2a383560-e970-4527-840e-146c90df91a4,2a383560-e970-4527-840e-146c90df91a4,2014-12-16T10:01:19
12/16/14,REN ROSE VIDAL,PH060401010_AK093,0,0,0,2,0,0,1,0,0,1,2,2,4,OK,own,yes,female,0,0,0,fishing,n/a,fishing,n/a,disagree,disagree_strongly,neither,neither,neither,neither,disagree,agree,neither,neither,agree,agree,disagree,agree,agree,agree,neither,neither,neither,neither,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:f0d179e4-da5c-48b0-b670-baa784d01104,f0d179e4-da5c-48b0-b670-baa784d01104,2014-12-16T10:01:20
12/16/14,Rowena Dela Cruz,PH060615006_AN248,1,0,0,0,1,0,1,1,2,0,2,4,6,OK,free_private,no,n/a,1,0,0,daily_wage,n/a,remittance,n/a,disagree_strongly,disagree,neither,agree,agree,agree,agree,agree_strongly,agree,neither,disagree,agree,agree,agree,neither,neither,neither,neither,agree,agree,agree,neither,agree,agree,agree,neither,neither,neither,disagree,agree,agree,agree,neither,agree,agree,neither,agree,agree,uuid:ad9f89e6-6ec0-419d-b260-c0e8756f1a25,ad9f89e6-6ec0-419d-b260-c0e8756f1a25,2014-12-16T10:02:35
12/16/14,Rowena Dela Cruz,PH060615006_AN249,0,0,1,1,0,0,0,1,1,0,2,2,4,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,agree,neither,agree,agree,agree,agree,agree,agree_strongly,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree_strongly,disagree,disagree,agree,neither,neither,neither,agree,neither,agree,agree,neither,neither,neither,neither,agree,agree,uuid:bd66875f-65f5-42fb-b73b-719cc5b97ec5,bd66875f-65f5-42fb-b73b-719cc5b97ec5,2014-12-16T10:02:36
12/16/14,Rowena Dela Cruz,PH060615006_AN247,0,0,0,2,0,0,0,2,2,0,2,4,6,OK,own,no,n/a,0,0,0,fishing,n/a,fishing,n/a,disagree,disagree,agree,disagree,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree_strongly,agree,agree,agree,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:734873dd-e6b9-4dc3-a1fa-2e423af995ab,734873dd-e6b9-4dc3-a1fa-2e423af995ab,2014-12-16T10:04:23
12/16/14,Rowena Dela Cruz,PH060615006_AN252,0,1,1,1,0,0,1,1,2,0,3,4,7,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither,agree,agree,neither,agree,neither,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,uuid:2cc9ae24-89e0-4107-8d2b-b292bf673f2d,2cc9ae24-89e0-4107-8d2b-b292bf673f2d,2014-12-16T10:04:24
12/15/14,Mary Shyane Servidad,PH061902002_CA009,0,0,2,1,0,0,0,0,2,0,3,2,5,OK,own_rent,yes,male,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,agree,agree,disagree,unsure,agree,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,uuid:7993ae5f-59fb-4bf1-b62a-c002ae186e0f,7993ae5f-59fb-4bf1-b62a-c002ae186e0f,2014-12-16T15:26:34
12/15/14,Mary Shyane Servidad,PH061902014_CA031,0,0,0,1,0,0,0,2,1,0,1,3,4,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree,agree,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:120d0878-e7ac-4caa-91b4-024949b67a1d,120d0878-e7ac-4caa-91b4-024949b67a1d,2014-12-16T15:26:35
12/15/14,Mary Shyane Servidad,PH061902020_CA068,0,1,2,3,0,0,1,0,3,0,6,4,10,OK,own_rent,no,n/a,1,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:b1dcbd93-2acd-49f2-9328-ef67cbb5f38b,b1dcbd93-2acd-49f2-9328-ef67cbb5f38b,2014-12-16T15:26:36
12/15/14,Mary Shyane Servidad,PH061902017_CA061,0,0,1,1,0,0,1,2,1,0,2,4,6,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,unsure,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a55ab7de-6149-4c63-a6ab-e2b32e076c22,a55ab7de-6149-4c63-a6ab-e2b32e076c22,2014-12-16T15:26:37
12/15/14,Mary Shyane Servidad,PH061902017_CA062,0,2,0,1,1,1,0,0,1,1,4,3,7,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,agree,agree,agree,agree,agree,unsure,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:336c791c-d926-4382-ace8-6770623dd419,336c791c-d926-4382-ace8-6770623dd419,2014-12-16T15:26:43
12/15/14,Mary Shyane Servidad,PH061902017_CA049,0,0,2,3,0,1,0,0,2,0,5,3,8,OK,own,no,n/a,0,0,0,daily_wage,n/a,daily_wage,n/a,disagree,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:e4832f7f-e5db-448a-9d40-44e1328e863c,e4832f7f-e5db-448a-9d40-44e1328e863c,2014-12-16T15:26:44
12/15/14,Mary Shyane Servidad,PH061910005_CA273,0,0,0,2,0,0,0,0,0,1,2,1,3,OK,own_rent,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,na,agree,disagree,agree,agree,unsure,agree,agree,agree,agree,agree,agree,agree,agree,uuid:e432f051-3cac-42e4-820f-730b7d5d5c35,e432f051-3cac-42e4-820f-730b7d5d5c35,2014-12-16T15:26:46
12/15/14,Mary Shyane Servidad,PH061910005_CA275,1,0,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,1,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:aba5b0ed-c1e8-4056-bb69-0264e30b45a7,aba5b0ed-c1e8-4056-bb69-0264e30b45a7,2014-12-16T15:26:47
12/15/14,Mary Shyane Servidad,PH061910005_CA274,0,2,0,1,0,0,0,0,1,0,3,1,4,OK,ancestral_domain,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:23ee73c9-367a-439b-b787-0de1f6aced0b,23ee73c9-367a-439b-b787-0de1f6aced0b,2014-12-16T15:26:48
12/15/14,Mary Shyane Servidad,PH061910020_CA332,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,ancestral_domain,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:acb0880a-9d6f-432b-8e28-2bbc33d6d072,acb0880a-9d6f-432b-8e28-2bbc33d6d072,2014-12-16T15:26:50
12/15/14,Mary Shyane Servidad,PH061910020_CA329,0,0,1,2,1,0,0,1,1,0,4,2,6,OK,ancestral_domain,no,n/a,0,1,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a7ef3965-3119-476d-81df-5e938ffe1245,a7ef3965-3119-476d-81df-5e938ffe1245,2014-12-16T15:26:51
12/15/14,Mary Shyane Servidad,PH061910020_CA328,0,0,0,2,1,0,0,1,0,1,3,2,5,OK,ancestral_domain,no,n/a,0,1,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:20e2851d-eada-4739-975d-05b34ccb2e5c,20e2851d-eada-4739-975d-05b34ccb2e5c,2014-12-16T15:26:52
12/16/14,Mary Shyane Servidad,PH061909032_CA260,1,0,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,na,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:20757d48-5ae8-46ac-a037-d46602c816d7,20757d48-5ae8-46ac-a037-d46602c816d7,2014-12-16T15:26:53
12/16/14,Mary Shyane Servidad,PH061909032_CA256,0,0,0,1,0,0,0,0,2,0,1,2,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:2b7ba471-5f48-4fb2-ac66-52f0d7acacc4,2b7ba471-5f48-4fb2-ac66-52f0d7acacc4,2014-12-16T15:26:55
12/16/14,Mary Shyane Servidad,PH061909011_CA220,0,0,2,3,0,0,0,0,1,0,5,1,6,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:050f55ff-ef27-4a32-adb4-1d9b48bcc626,050f55ff-ef27-4a32-adb4-1d9b48bcc626,2014-12-16T15:26:56
12/16/14,Mary Shyane Servidad,PH061910009_CA289,0,1,0,1,0,1,0,0,1,0,2,2,4,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,na,agree,na,disagree,agree,agree,agree,unsure,agree,agree,agree,agree,agree,agree,agree,agree,uuid:c60215ee-abc1-4bee-afab-febc44d07d65,c60215ee-abc1-4bee-afab-febc44d07d65,2014-12-16T15:26:58
12/16/14,Mary Shyane Servidad,PH061910009_CA290,0,0,3,1,0,0,1,0,1,0,4,2,6,OK,ancestral_domain,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:223f6f9f-20cd-4375-a51b-b972086f78df,223f6f9f-20cd-4375-a51b-b972086f78df,2014-12-16T15:26:59
12/16/14,Mary Shyane Servidad,PH061910009_CA292,0,0,0,0,0,0,0,0,0,1,0,1,1,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,disagree,na,agree,disagree,na,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:b6442d9d-f843-4896-8e80-2391d1093f1c,b6442d9d-f843-4896-8e80-2391d1093f1c,2014-12-16T15:27:01
12/16/14,Mary Shyane Servidad,PH061910009_CA293,0,1,2,1,0,0,1,1,1,0,4,3,7,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,uuid:9fa81731-d77a-4c7a-9b13-da320fd895c4,9fa81731-d77a-4c7a-9b13-da320fd895c4,2014-12-16T15:27:02
12/16/14,Mary Shyane Servidad,PH061910014_CA323,1,0,0,0,0,0,0,0,1,0,1,1,2,OK,own,no,n/a,0,0,0,daily_wage,n/a,daily_wage,n/a,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,na,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:4f1442a7-6c4a-4b5e-9352-5b5ef0cf4aa1,4f1442a7-6c4a-4b5e-9352-5b5ef0cf4aa1,2014-12-16T15:27:03
12/16/14,Mary Shyane Servidad,PH061910014_CA322,0,0,1,2,0,0,0,2,1,0,3,3,6,OK,free_private,no,n/a,0,1,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:21e3b623-839b-4a6d-97c1-c0a74b9d18cd,21e3b623-839b-4a6d-97c1-c0a74b9d18cd,2014-12-16T15:27:04
12/16/14,Mary Shyane Servidad,PH061910014_CA321,0,0,3,1,0,0,0,3,1,0,4,4,8,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,disagree,na,na,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:89472ea7-8161-4f6a-844d-f442c94c2ec0,89472ea7-8161-4f6a-844d-f442c94c2ec0,2014-12-16T15:27:05
12/15/14,Jinkelyn Antatico,PH061902002_CA005,0,0,2,4,0,0,0,1,1,0,6,2,8,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,na,disagree,agree,agree,agree_strongly,na,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,na,na,disagree,na,disagree,na,na,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:74fde2bd-ee9c-4e6a-9166-5dc85341845f,74fde2bd-ee9c-4e6a-9166-5dc85341845f,2014-12-16T15:28:49
12/15/14,Jinkelyn Antatico,PH061902014_CA029,0,0,0,3,0,0,0,0,0,1,3,1,4,OK,free_private,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree_strongly,disagree,agree,na,disagree,agree,agree,agree_strongly,agree,agree,agree,agree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,na,agree,agree,na,agree,na,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:550f3e30-16f1-42ae-b9b3-635f49e62438,550f3e30-16f1-42ae-b9b3-635f49e62438,2014-12-16T15:28:50
12/15/14,Jinkelyn Antatico,PH061902017_CA060,0,0,0,1,0,0,0,0,0,1,1,1,2,OK,own_rent,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree_strongly,disagree,agree,disagree,agree,agree,agree_strongly,na,agree,agree,agree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,na,agree,agree,na,disagree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:f3cfab4e-cb15-405a-89ba-cdc701d17ca3,f3cfab4e-cb15-405a-89ba-cdc701d17ca3,2014-12-16T15:28:51
12/15/14,Jinkelyn Antatico,PH061902017_CA059,0,0,1,1,0,0,0,2,2,0,2,4,6,OK,ancestral_domain,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,agree,disagree,agree,agree,agree_strongly,na,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,na,disagree,agree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:ea60700b-6d2e-4682-a20a-024c1aa0424b,ea60700b-6d2e-4682-a20a-024c1aa0424b,2014-12-16T15:28:55
12/15/14,Jinkelyn Antatico,PH061902017_CA057,0,0,1,2,0,0,0,1,1,0,3,2,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree_strongly,disagree,agree,agree,disagree,agree,agree,agree_strongly,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,disagree,disagree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:5c54c8ce-739f-4001-a57b-4f95202fb707,5c54c8ce-739f-4001-a57b-4f95202fb707,2014-12-16T15:28:56
12/15/14,Jinkelyn Antatico,PH061910005_CA276,0,0,0,0,0,0,0,0,1,1,0,2,2,OK,own_rent,yes,female,0,0,2,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,disagree,agree,agree,agree_strongly,na,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,na,agree,agree,na,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:50a62216-fe54-4497-945d-90452321ab43,50a62216-fe54-4497-945d-90452321ab43,2014-12-16T15:28:57
12/15/14,Jinkelyn Antatico,PH061910005_CA278,0,0,3,1,0,0,0,3,1,0,4,4,8,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,na,disagree,agree,agree,agree_strongly,na,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,na,disagree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:f7db8bda-103b-4fb2-a6a2-5019232ed0a1,f7db8bda-103b-4fb2-a6a2-5019232ed0a1,2014-12-16T15:28:59
12/15/14,Jinkelyn Antatico,PH061910025_CA341,0,0,0,1,0,0,0,0,0,1,1,1,2,OK,ancestral_domain,yes,female,0,0,1,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,na,disagree,agree,agree,agree_strongly,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,na,agree,agree,na,disagree,na,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:eb5e41ab-bbbf-4907-a804-a0a40024a695,eb5e41ab-bbbf-4907-a804-a0a40024a695,2014-12-16T15:29:00
12/15/14,Jinkelyn Antatico,PH061910025_CA343,0,0,0,1,0,0,0,1,1,0,1,2,3,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,disagree,agree,agree,agree,agree,agree_strongly,agree,agree,agree,neither,disagree,disagree,agree,agree,agree,neither,agree,agree,agree,agree,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:37998632-2bdf-4803-ad76-9877eb49f403,37998632-2bdf-4803-ad76-9877eb49f403,2014-12-16T15:29:01
12/15/14,Jinkelyn Antatico,PH061910025_CA342,0,0,1,0,0,0,0,1,1,0,1,2,3,OK,free_private,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,agree,agree,agree,agree,agree_strongly,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:832fa03a-eb1b-42d1-88e9-305704a997c3,832fa03a-eb1b-42d1-88e9-305704a997c3,2014-12-16T15:29:02
